chr	start	end	length	abs_summit	pileup	-log10(pvalue)	fold_enrichment	-log10(qvalue)	name
chr1	55164237	55164347	111	55164284	7.00	8.33858	5.90319	5.92296	macs2Out_peak_1089
chr1	55209661	55209799	139	55209713	8.00	8.90650	6.23269	6.46291	macs2Out_peak_1091
chr1	55473908	55474023	116	55473935	7.00	8.40048	5.93174	5.97408	macs2Out_peak_1099
chr1	55552625	55552741	117	55552679	9.00	7.96139	5.62746	5.56004	macs2Out_peak_1109
chr1	55599801	55599911	111	55599855	7.00	8.40048	5.93174	5.97408	macs2Out_peak_1112
chr1	55822737	55822851	115	55822792	10.00	9.65965	6.51582	7.19020	macs2Out_peak_1121
chr1	55836807	55836936	130	55836855	9.00	8.13855	5.73493	5.73053	macs2Out_peak_1123
chr1	55837546	55837656	111	55837585	8.00	7.06132	5.19451	4.69458	macs2Out_peak_1124
chr1	55838118	55838385	268	55838298	10.00	9.37856	6.34884	6.91900	macs2Out_peak_1125
chr1	55868824	55868937	114	55868872	9.00	8.26145	5.80889	5.84875	macs2Out_peak_1127
chr1	56490548	56490701	154	56490601	6.00	7.03765	5.19028	4.67190	macs2Out_peak_1131
chr1	56742405	56742515	111	56742442	6.00	6.13165	4.73837	3.81811	macs2Out_peak_1134
chr1	56942325	56942435	111	56942365	5.00	5.73218	4.44881	3.43616	macs2Out_peak_1139
chr1	56971188	56971301	114	56971253	13.00	9.29374	5.73066	6.83724	macs2Out_peak_1141
chr1	58215530	58215640	111	58215559	5.00	5.73218	4.44881	3.43616	macs2Out_peak_1158
chr1	58289209	58289319	111	58289284	7.00	8.33858	5.90319	5.92296	macs2Out_peak_1159
chr1	58289885	58289995	111	58289914	7.00	8.13649	5.80804	5.72880	macs2Out_peak_1160
chr1	58294867	58295035	169	58294948	9.00	9.68015	6.61989	7.20994	macs2Out_peak_1161
chr1	58316017	58316141	125	58316062	6.00	6.26806	4.81067	3.94865	macs2Out_peak_1164
chr1	58586501	58586720	220	58586644	7.00	7.94643	5.71592	5.54579	macs2Out_peak_1179
chr1	58629610	58629729	120	58629666	10.00	8.80744	6.00273	6.36741	macs2Out_peak_1184
chr1	58700918	58701028	111	58700953	12.00	8.62667	5.52205	6.19309	macs2Out_peak_1190
chr1	58728605	58728724	120	58728672	15.00	7.49892	4.31453	5.11608	macs2Out_peak_1195
chr1	58742509	58742812	304	58742545	17.00	7.78738	4.16773	5.39341	macs2Out_peak_1196
chr1	58774613	58774723	111	58774652	14.00	9.27984	5.51369	6.82365	macs2Out_peak_1201
chr1	58823794	58823919	126	58823835	7.00	8.04004	5.76161	5.63574	macs2Out_peak_1206
chr1	58956350	58956607	258	58956568	9.00	7.63036	5.42417	5.24214	macs2Out_peak_1213
chr1	58965167	58965277	111	58965223	5.00	5.73218	4.44881	3.43616	macs2Out_peak_1214
chr1	58973051	58973161	111	58973074	11.00	7.67938	5.12142	5.28960	macs2Out_peak_1215
chr1	58973654	58973788	135	58973748	11.00	7.67938	5.12142	5.28960	macs2Out_peak_1217
chr1	59120608	59120769	162	59120677	6.00	7.03765	5.19028	4.67190	macs2Out_peak_1219
chr1	59236947	59237057	111	59236970	6.00	4.88374	4.01445	2.65096	macs2Out_peak_1222
chr1	59237263	59237447	185	59237370	8.00	7.11669	5.22800	4.74786	macs2Out_peak_1223
chr1	59252639	59252761	123	59252680	8.00	9.19826	6.37981	6.74431	macs2Out_peak_1224
chr1	59253320	59253430	111	59253362	6.00	6.72392	5.04141	4.38445	macs2Out_peak_1225
chr1	59305218	59305362	145	59305284	7.00	8.04004	5.76161	5.63574	macs2Out_peak_1228
chr1	59316153	59316288	136	59316182	13.00	6.66179	4.16134	4.32518	macs2Out_peak_1229
chr1	59320676	59320786	111	59320735	13.00	7.06536	4.39326	4.69852	macs2Out_peak_1231
chr1	59347360	59347472	113	59347398	7.00	8.40048	5.93174	5.97408	macs2Out_peak_1232
chr1	59351463	59351573	111	59351513	7.00	7.59743	5.54017	5.21007	macs2Out_peak_1233
chr1	59355522	59355632	111	59355570	7.00	7.68113	5.58308	5.29079	macs2Out_peak_1234
chr1	59360877	59361007	131	59360949	7.00	8.13649	5.80804	5.72880	macs2Out_peak_1235
chr1	59411078	59411240	163	59411134	8.00	9.30103	6.43041	6.84382	macs2Out_peak_1238
chr1	59487242	59487352	111	59487303	9.00	6.87021	4.94756	4.52409	macs2Out_peak_1247
chr1	59503335	59503546	212	59503443	9.00	9.01870	6.25234	6.57130	macs2Out_peak_1248
chr1	59505189	59505342	154	59505251	8.00	8.38614	5.95790	5.96900	macs2Out_peak_1249
chr1	59547382	59547492	111	59547448	7.00	7.51590	5.49790	5.13210	macs2Out_peak_1251
chr1	59583465	59583598	134	59583513	8.00	7.66042	5.55007	5.27108	macs2Out_peak_1255
chr1	59584750	59584931	182	59584850	6.00	5.53786	4.40723	3.27008	macs2Out_peak_1256
chr1	59585040	59585259	220	59585131	7.00	6.73700	5.07228	4.39681	macs2Out_peak_1257
chr1	59593375	59593492	118	59593453	7.00	7.51590	5.49790	5.13210	macs2Out_peak_1258
chr1	59684856	59685018	163	59684959	9.00	9.77124	6.66889	7.29790	macs2Out_peak_1263
chr1	59764630	59764757	128	59764659	14.00	9.05935	5.38194	6.61069	macs2Out_peak_1267
chr1	59786553	59786663	111	59786607	7.00	8.13649	5.80804	5.72880	macs2Out_peak_1270
chr1	59883902	59884012	111	59883979	7.00	8.40048	5.93174	5.97408	macs2Out_peak_1272
chr1	59912799	59912911	113	59912849	10.00	7.54285	5.21327	5.15778	macs2Out_peak_1276
chr1	59967407	59967517	111	59967446	7.00	8.40048	5.93174	5.97408	macs2Out_peak_1280
chr1	60015908	60016041	134	60015998	10.00	6.90393	4.80853	4.55617	macs2Out_peak_1283
chr1	60158625	60158735	111	60158695	7.00	8.40048	5.93174	5.97408	macs2Out_peak_1290
chr1	60180291	60180441	151	60180331	8.00	6.46003	4.82367	4.13235	macs2Out_peak_1293
chr1	60180884	60180994	111	60180958	9.00	7.52625	5.35963	5.14200	macs2Out_peak_1294
chr1	60315717	60315827	111	60315790	7.00	8.40048	5.93174	5.97408	macs2Out_peak_1295
chr1	60343183	60343435	253	60343269	8.00	7.53189	5.47512	5.14716	macs2Out_peak_1296
chr1	60447079	60447242	164	60447165	8.00	7.66042	5.55007	5.27108	macs2Out_peak_1303
chr1	60536265	60536534	270	60536342	11.00	8.77509	5.80945	6.33610	macs2Out_peak_1306
chr1	60539469	60539638	170	60539575	12.00	9.65148	6.16114	7.18254	macs2Out_peak_1307
chr1	60541979	60542089	111	60542026	9.00	7.57794	5.39171	5.19198	macs2Out_peak_1308
chr1	60563316	60563436	121	60563374	11.00	8.53259	5.65744	6.10194	macs2Out_peak_1309
chr1	60565681	60565794	114	60565718	10.00	7.90609	5.44231	5.50715	macs2Out_peak_1310
chr1	60599047	60599178	132	60599133	7.00	7.20952	5.33511	4.83718	macs2Out_peak_1312
chr1	60600806	60600916	111	60600873	6.00	6.00182	4.66822	3.69383	macs2Out_peak_1313
chr1	60621934	60622085	152	60622007	13.00	6.07712	3.83257	3.76586	macs2Out_peak_1315
chr1	60652828	60652954	127	60652856	11.00	6.68759	4.50281	4.35001	macs2Out_peak_1322
chr1	60735997	60736113	117	60736052	7.00	8.40048	5.93174	5.97408	macs2Out_peak_1329
chr1	60899253	60899497	245	60899405	9.00	8.94337	6.20925	6.49833	macs2Out_peak_1341
chr1	60939963	60940073	111	60940019	24.00	9.65023	4.10927	7.18144	macs2Out_peak_1345
chr1	60973985	60974105	121	60974059	8.00	8.00441	5.74676	5.60152	macs2Out_peak_1350
chr1	61141247	61141357	111	61141303	6.00	7.03765	5.19028	4.67190	macs2Out_peak_1354
chr1	61187843	61187953	111	61187895	5.00	5.19952	4.18731	2.94983	macs2Out_peak_1356
chr1	61638532	61638642	111	61638614	7.00	8.13649	5.80804	5.72880	macs2Out_peak_1359
chr1	61705695	61705805	111	61705723	9.00	6.46553	4.68999	4.13764	macs2Out_peak_1360
chr1	61750753	61750863	111	61750809	6.00	7.03765	5.19028	4.67190	macs2Out_peak_1362
chr1	61772159	61772292	134	61772232	8.00	8.30640	5.91444	5.89205	macs2Out_peak_1363
chr1	62372822	62372932	111	62372872	7.00	8.40048	5.93174	5.97408	macs2Out_peak_1370
chr1	62440426	62440548	123	62440467	6.00	7.03765	5.19028	4.67190	macs2Out_peak_1372
chr1	62521412	62521601	190	62521498	8.00	9.00114	6.28097	6.55431	macs2Out_peak_1375
chr1	62536227	62536337	111	62536255	7.00	8.40048	5.93174	5.97408	macs2Out_peak_1376
chr1	62621672	62621822	151	62621755	7.00	8.40048	5.93174	5.97408	macs2Out_peak_1378
chr1	62678728	62678859	132	62678787	17.00	9.67517	5.14653	7.20544	macs2Out_peak_1380
chr1	62691302	62691451	150	62691384	10.00	9.44710	6.38978	6.98490	macs2Out_peak_1383
chr1	62695917	62696043	127	62695950	14.00	7.65541	4.56399	5.26656	macs2Out_peak_1384
chr1	62707043	62707211	169	62707152	12.00	4.84619	3.27976	2.61551	macs2Out_peak_1388
chr1	62786808	62786948	141	62786904	5.00	5.73218	4.44881	3.43616	macs2Out_peak_1401
chr1	63114359	63114479	121	63114427	16.00	9.31706	5.13781	6.85923	macs2Out_peak_1405
chr1	63120098	63120220	123	63120191	16.00	9.70155	5.35332	7.23101	macs2Out_peak_1408
chr1	63126577	63126715	139	63126651	8.00	8.38614	5.95790	5.96900	macs2Out_peak_1409
chr1	63177015	63177143	129	63177075	15.00	8.16501	4.67864	5.75607	macs2Out_peak_1411
chr1	63763468	63763717	250	63763672	8.00	9.09835	6.33000	6.64796	macs2Out_peak_1415
chr1	63938544	63938657	114	63938579	7.00	8.40048	5.93174	5.97408	macs2Out_peak_1417
chr1	63980940	63981050	111	63980994	7.00	8.40048	5.93174	5.97408	macs2Out_peak_1420
chr1	64000921	64001031	111	64000937	6.00	6.19900	4.77425	3.88251	macs2Out_peak_1421
chr1	64003515	64003625	111	64003577	6.00	6.56337	4.96208	4.23078	macs2Out_peak_1422
chr1	64018849	64018992	144	64018903	9.00	9.50404	6.52401	7.04023	macs2Out_peak_1423
chr1	64019424	64019576	153	64019527	9.00	9.41886	6.47710	6.95744	macs2Out_peak_1424
chr1	64052520	64052695	176	64052614	7.00	6.93068	5.18168	4.58191	macs2Out_peak_1426
chr1	64088349	64088545	197	64088423	10.00	8.52109	5.82627	6.09071	macs2Out_peak_1429
chr1	64088828	64088975	148	64088888	8.00	6.32542	4.73909	4.00384	macs2Out_peak_1430
chr1	64089853	64090014	162	64089931	9.00	7.42500	5.29661	5.04465	macs2Out_peak_1431
chr1	64097134	64097244	111	64097180	7.00	8.40048	5.93174	5.97408	macs2Out_peak_1432
chr1	64104937	64105047	111	64105004	5.00	4.74608	3.94296	2.52009	macs2Out_peak_1433
chr1	64118377	64118494	118	64118428	16.00	6.18159	3.51196	3.86622	macs2Out_peak_1435
chr1	64128000	64128110	111	64128024	6.00	6.48649	4.92334	4.15748	macs2Out_peak_1437
chr1	64223326	64223452	127	64223421	8.00	6.74707	5.00222	4.40626	macs2Out_peak_1444
chr1	64252816	64252954	139	64252875	8.00	8.90650	6.23269	6.46291	macs2Out_peak_1447
chr1	64329067	64329212	146	64329151	9.00	9.01870	6.25234	6.57130	macs2Out_peak_1456
chr1	64387937	64388136	200	64388027	11.00	9.59416	6.31878	7.12697	macs2Out_peak_1464
chr1	64532001	64532128	128	64532083	15.00	9.02643	5.16479	6.57869	macs2Out_peak_1472
chr1	64533919	64534029	111	64533983	15.00	9.22358	5.27826	6.76906	macs2Out_peak_1474
chr1	64603567	64603677	111	64603619	9.00	6.27940	4.57101	3.95924	macs2Out_peak_1480
chr1	64617156	64617381	226	64617320	12.00	7.55144	4.85782	5.16617	macs2Out_peak_1482
chr1	64621464	64621593	130	64621497	13.00	8.92696	5.50553	6.48309	macs2Out_peak_1483
chr1	64788961	64789106	146	64788998	6.00	7.03765	5.19028	4.67190	macs2Out_peak_1492
chr1	64791074	64791203	130	64791143	7.00	7.76711	5.62667	5.37337	macs2Out_peak_1493
chr1	64907910	64908039	130	64907949	8.00	6.15422	4.63082	3.83983	macs2Out_peak_1500
chr1	64945378	64945494	117	64945434	13.00	9.20985	5.67905	6.75553	macs2Out_peak_1509
chr1	64949452	64949562	111	64949498	11.00	9.03173	5.96985	6.58379	macs2Out_peak_1510
chr1	64950891	64951001	111	64950981	6.00	5.59158	4.43824	3.32166	macs2Out_peak_1511
chr1	64951150	64951262	113	64951208	8.00	7.86269	5.66644	5.46500	macs2Out_peak_1512
chr1	64956800	64956957	158	64956908	6.00	5.70245	4.50161	3.42598	macs2Out_peak_1513
chr1	64979526	64979670	145	64979608	8.00	9.40682	6.48181	6.94605	macs2Out_peak_1516
chr1	65054632	65054744	113	65054697	7.00	8.40048	5.93174	5.97408	macs2Out_peak_1518
chr1	65207222	65207477	256	65207385	8.00	8.15214	5.82939	5.74328	macs2Out_peak_1531
chr1	65211786	65211896	111	65211836	9.00	8.38847	5.88478	5.97097	macs2Out_peak_1532
chr1	65237822	65237932	111	65237866	6.00	6.48649	4.92334	4.15748	macs2Out_peak_1536
chr1	66230512	66230622	111	66230549	7.00	8.40048	5.93174	5.97408	macs2Out_peak_1538
chr1	66712904	66713026	123	66712952	8.00	7.28846	5.33112	4.91298	macs2Out_peak_1545
chr1	66896614	66896727	114	66896640	7.00	8.40048	5.93174	5.97408	macs2Out_peak_1551
chr1	67044048	67044158	111	67044093	6.00	7.03765	5.19028	4.67190	macs2Out_peak_1557
chr1	67048652	67048763	112	67048672	8.00	8.81431	6.18514	6.37353	macs2Out_peak_1558
chr1	69145932	69146042	111	69146010	6.00	7.03765	5.19028	4.67190	macs2Out_peak_1561
chr1	69146211	69146403	193	69146296	7.00	8.40048	5.93174	5.97408	macs2Out_peak_1562
chr1	69655031	69655141	111	69655093	6.00	7.03765	5.19028	4.67190	macs2Out_peak_1565
chr1	71022896	71023012	117	71022967	7.00	8.40048	5.93174	5.97408	macs2Out_peak_1572
chr1	71245654	71245775	122	71245705	6.00	7.03765	5.19028	4.67190	macs2Out_peak_1576
chr1	71615542	71615652	111	71615557	6.00	7.03765	5.19028	4.67190	macs2Out_peak_1580
chr1	71650785	71650915	131	71650832	11.00	9.71560	6.39352	7.24440	macs2Out_peak_1583
chr1	71683888	71684013	126	71683917	7.00	8.13649	5.80804	5.72880	macs2Out_peak_1586
chr1	71783982	71784092	111	71784039	7.00	6.73700	5.07228	4.39681	macs2Out_peak_1599
chr1	71800292	71800468	177	71800365	7.00	5.52050	4.33934	3.25452	macs2Out_peak_1602
chr1	71811309	71811425	117	71811347	9.00	6.13736	4.48009	3.82355	macs2Out_peak_1604
chr1	71888594	71888762	169	71888675	6.00	6.06595	4.70304	3.75556	macs2Out_peak_1610
chr1	71912577	71912694	118	71912627	14.00	9.05935	5.38194	6.61069	macs2Out_peak_1613
chr1	71917470	71917581	112	71917493	16.00	9.16428	5.05306	6.71227	macs2Out_peak_1616
chr1	71924968	71925080	113	71925008	9.00	7.79221	5.52395	5.39787	macs2Out_peak_1618
chr1	71946248	71946363	116	71946301	9.00	6.42750	4.66570	4.10099	macs2Out_peak_1620
chr1	71957055	71957165	111	71957104	13.00	7.50910	4.65255	5.12599	macs2Out_peak_1623
chr1	71967914	71968035	122	71967956	13.00	7.74829	4.79403	5.35576	macs2Out_peak_1625
chr1	72000878	72001040	163	72000959	8.00	8.38614	5.95790	5.96900	macs2Out_peak_1631
chr1	72117831	72118048	218	72117939	7.00	8.13649	5.80804	5.72880	macs2Out_peak_1648
chr1	72134607	72134759	153	72134706	7.00	7.51590	5.49790	5.13210	macs2Out_peak_1650
chr1	72183363	72183473	111	72183399	7.00	7.06695	5.25728	4.69962	macs2Out_peak_1653
chr1	72243809	72244218	410	72243866	9.00	8.19951	5.77167	5.78951	macs2Out_peak_1663
chr1	72244278	72244452	175	72244369	6.00	5.01049	4.09261	2.77130	macs2Out_peak_1664
chr1	72284120	72284519	400	72284420	7.00	7.28333	5.37490	4.90823	macs2Out_peak_1667
chr1	72436556	72436666	111	72436606	7.00	8.40048	5.93174	5.97408	macs2Out_peak_1674
chr1	72718966	72719089	124	72719037	8.00	9.09835	6.33000	6.64796	macs2Out_peak_1685
chr1	73901674	73901793	120	73901718	10.00	7.21026	5.00273	4.83778	macs2Out_peak_1688
chr1	73902216	73902328	113	73902272	10.00	7.13137	4.95272	4.76218	macs2Out_peak_1689
chr1	73905197	73905311	115	73905244	12.00	8.84070	5.65537	6.39939	macs2Out_peak_1691
chr1	73925875	73925991	117	73925927	10.00	8.92777	6.07634	6.48347	macs2Out_peak_1694
chr1	74007777	74007994	218	74007882	7.00	6.43930	4.89986	4.11237	macs2Out_peak_1699
chr1	74032469	74032580	112	74032516	6.00	5.93919	4.63392	3.63396	macs2Out_peak_1701
chr1	74039136	74039246	111	74039183	7.00	7.68113	5.58308	5.29079	macs2Out_peak_1702
chr1	74082953	74083109	157	74083028	7.00	7.06695	5.25728	4.69962	macs2Out_peak_1708
chr1	74154853	74154967	115	74154937	18.00	9.08033	4.66292	6.63134	macs2Out_peak_1714
chr1	74199474	74199642	169	74199541	8.00	6.36968	4.76695	4.04589	macs2Out_peak_1719
chr1	74317853	74317963	111	74317914	7.00	6.93068	5.18168	4.58191	macs2Out_peak_1739
chr1	74323116	74323230	115	74323137	5.00	5.68629	4.42739	3.41113	macs2Out_peak_1740
chr1	74361956	74362079	124	74362038	9.00	8.58728	6.00240	6.15439	macs2Out_peak_1742
chr1	74363602	74363754	153	74363708	10.00	4.62933	3.39276	2.40956	macs2Out_peak_1743
chr1	74398150	74398276	127	74398180	17.00	7.33178	3.94469	4.95505	macs2Out_peak_1758
chr1	74410855	74410965	111	74410911	6.00	7.03765	5.19028	4.67190	macs2Out_peak_1759
chr1	74553751	74553873	123	74553794	7.00	8.04004	5.76161	5.63574	macs2Out_peak_1767
chr1	74661369	74661587	219	74661456	7.00	7.43644	5.45628	5.05544	macs2Out_peak_1774
chr1	74661715	74661980	266	74661750	7.00	7.43644	5.45628	5.05544	macs2Out_peak_1775
chr1	74702175	74702285	111	74702232	15.00	8.53378	4.88475	6.10306	macs2Out_peak_1778
chr1	74713040	74713162	123	74713115	21.00	7.48641	3.56414	5.10381	macs2Out_peak_1781
chr1	74759244	74759440	197	74759354	6.00	5.87800	4.60012	3.57522	macs2Out_peak_1784
chr1	74759972	74760082	111	74760057	6.00	5.93919	4.63392	3.63396	macs2Out_peak_1785
chr1	74773162	74773309	148	74773207	10.00	8.00231	5.50275	5.59986	macs2Out_peak_1787
chr1	74784508	74784649	142	74784601	8.00	5.72580	4.35709	3.43616	macs2Out_peak_1790
chr1	74803142	74803268	127	74803182	8.00	8.81431	6.18514	6.37353	macs2Out_peak_1792
chr1	74830088	74830198	111	74830125	6.00	7.03765	5.19028	4.67190	macs2Out_peak_1796
chr1	74964613	74964723	111	74964692	5.00	5.73218	4.44881	3.43616	macs2Out_peak_1798
chr1	75125149	75125413	265	75125364	11.00	8.00054	5.32316	5.59839	macs2Out_peak_1803
chr1	75141167	75141374	208	75141266	15.00	9.15706	5.23989	6.70526	macs2Out_peak_1804
chr1	75168614	75168907	294	75168827	9.00	9.17388	6.34035	6.72123	macs2Out_peak_1807
chr1	75168987	75169097	111	75169025	6.00	5.59158	4.43824	3.32166	macs2Out_peak_1808
chr1	75245038	75245148	111	75245068	5.00	5.13764	4.15512	2.89125	macs2Out_peak_1822
chr1	75263152	75263314	163	75263227	4.00	4.49273	3.70734	2.27982	macs2Out_peak_1824
chr1	75290729	75290839	111	75290776	6.00	7.03765	5.19028	4.67190	macs2Out_peak_1825
chr1	75342968	75343142	175	75343048	7.00	8.40048	5.93174	5.97408	macs2Out_peak_1827
chr1	75449438	75449611	174	75449519	7.00	8.13649	5.80804	5.72880	macs2Out_peak_1830
chr1	75479374	75479590	217	75479383	5.00	5.13764	4.15512	2.89125	macs2Out_peak_1833
chr1	75559656	75559766	111	75559715	7.00	8.40048	5.93174	5.97408	macs2Out_peak_1836
chr1	75597746	75597856	111	75597817	7.00	8.40048	5.93174	5.97408	macs2Out_peak_1837
chr1	77442188	77442298	111	77442232	6.00	7.03765	5.19028	4.67190	macs2Out_peak_1848
chr1	77453759	77453869	111	77453800	7.00	8.40048	5.93174	5.97408	macs2Out_peak_1849
chr1	78607875	78608009	135	78607925	7.00	8.40048	5.93174	5.97408	macs2Out_peak_1861
chr1	78657817	78657928	112	78657872	5.00	4.54961	3.83117	2.33317	macs2Out_peak_1863
chr1	78658350	78658460	111	78658399	5.00	4.50310	3.80421	2.28899	macs2Out_peak_1864
chr1	78691457	78691695	239	78691563	8.00	8.22842	5.87161	5.81733	macs2Out_peak_1867
chr1	79581420	79581763	344	79581702	8.00	8.81431	6.18514	6.37353	macs2Out_peak_1874
chr1	79711324	79711483	160	79711424	7.00	7.28333	5.37490	4.90823	macs2Out_peak_1881
chr1	79711554	79711730	177	79711648	8.00	8.55125	6.04676	6.11969	macs2Out_peak_1882
chr1	79711847	79711970	124	79711932	7.00	7.28333	5.37490	4.90823	macs2Out_peak_1883
chr1	79762947	79763057	111	79763021	8.00	5.95229	4.50225	3.64663	macs2Out_peak_1887
chr1	80009473	80009595	123	80009529	7.00	8.40048	5.93174	5.97408	macs2Out_peak_1891
chr1	80025990	80026100	111	80026072	7.00	6.67507	5.03683	4.33775	macs2Out_peak_1892
chr1	80106413	80106559	147	80106512	7.00	6.86475	5.14469	4.51906	macs2Out_peak_1898
chr1	80106836	80106946	111	80106865	5.00	4.54961	3.83117	2.33317	macs2Out_peak_1899
chr1	80340553	80340694	142	80340597	10.00	7.09252	4.92809	4.72440	macs2Out_peak_1904
chr1	80389557	80389686	130	80389631	9.00	8.38847	5.88478	5.97097	macs2Out_peak_1909
chr1	80471211	80471337	127	80471270	15.00	9.42820	5.39684	6.96654	macs2Out_peak_1919
chr1	80474341	80474454	114	80474388	15.00	9.29094	5.31720	6.83453	macs2Out_peak_1920
chr1	80536731	80536841	111	80536808	7.00	8.40048	5.93174	5.97408	macs2Out_peak_1922
chr1	80551960	80552070	111	80551976	5.00	5.13764	4.15512	2.89125	macs2Out_peak_1923
chr1	80603773	80603883	111	80603854	7.00	7.13741	5.29591	4.76744	macs2Out_peak_1924
chr1	80639117	80639251	135	80639213	20.00	9.08715	4.36836	6.63781	macs2Out_peak_1936
chr1	80695693	80695875	183	80695796	7.00	8.40048	5.93174	5.97408	macs2Out_peak_1947
chr1	80718049	80718159	111	80718078	13.00	7.45120	4.61848	5.06995	macs2Out_peak_1950
chr1	80728353	80728463	111	80728393	9.00	6.54284	4.73934	4.21205	macs2Out_peak_1953
chr1	80730868	80730978	111	80730906	8.00	7.46938	5.43840	5.08727	macs2Out_peak_1954
chr1	80735899	80736082	184	80735981	7.00	7.43644	5.45628	5.05544	macs2Out_peak_1955
chr1	80771163	80771317	155	80771229	10.00	9.05169	6.15178	6.60321	macs2Out_peak_1963
chr1	80772689	80772819	131	80772743	10.00	9.11506	6.19021	6.66409	macs2Out_peak_1964
chr1	80773979	80774097	119	80774010	9.00	7.47528	5.32793	5.09285	macs2Out_peak_1965
chr1	80821609	80821746	138	80821649	12.00	9.34921	5.97262	6.89039	macs2Out_peak_1969
chr1	81281088	81281198	111	81281090	5.00	5.73218	4.44881	3.43616	macs2Out_peak_1975
chr1	81316701	81316811	111	81316801	6.00	7.03765	5.19028	4.67190	macs2Out_peak_1977
chr1	81852523	81852633	111	81852575	6.00	7.03765	5.19028	4.67190	macs2Out_peak_1978
chr1	82798466	82798618	153	82798542	16.00	6.96804	3.89613	4.61794	macs2Out_peak_1988
chr1	82816142	82816303	162	82816234	8.00	9.51580	6.53405	7.05112	macs2Out_peak_1990
chr1	82833679	82833860	182	82833762	13.00	8.06570	4.98345	5.66080	macs2Out_peak_1993
chr1	82839696	82839837	142	82839753	9.00	9.17388	6.34035	6.72123	macs2Out_peak_1995
chr1	82858343	82858471	129	82858418	8.00	8.81431	6.18514	6.37353	macs2Out_peak_1998
chr1	82909741	82909852	112	82909788	7.00	8.40048	5.93174	5.97408	macs2Out_peak_1999
chr1	84132350	84132466	117	84132408	8.00	9.19826	6.37981	6.74431	macs2Out_peak_2004
chr1	84190323	84190451	129	84190393	10.00	7.29079	5.05375	4.91510	macs2Out_peak_2010
