PeakID	chr	start	end	strand	NormalizedTagCount	focusratio	findPeaksScore	FoldChangevsLocal	p-valuevsLocal	ClonalFoldChange
chr9-17	chr9	130965534	130965702	+	64.4	0.816	75.000000	17.89	1.35e-79	0.91
chr10-11	chr10	105378587	105378755	+	64.4	0.818	72.000000	39.59	3.96e-110	0.91
chr22-41	chr22	19929303	19929471	+	64.4	0.808	75.000000	15.00	5.56e-73	0.90
chr1-37	chr1	222885373	222885541	+	63.7	0.793	75.000000	23.36	8.72e-89	0.90
chr3-128	chr3	73159872	73160040	+	63.7	0.761	40.000000	64.95	3.95e-128	1.67
chr3-14	chr3	170074740	170074908	+	63.7	0.755	80.000000	14.51	5.41e-71	0.82
chr4-2	chr4	129209384	129209552	+	63.7	0.810	78.000000	27.88	1.64e-95	0.87
chr6-24	chr6	31763726	31763894	+	63.7	0.683	76.000000	16.44	1.33e-75	0.86
chr6-32	chr6	71047283	71047451	+	63.7	0.870	71.000000	78.32	2.00e-135	0.94
chr11-17	chr11	2799944	2800112	+	63.7	0.741	72.000000	16.14	6.38e-75	0.90
chr17-14	chr17	46703920	46704088	+	63.7	0.867	76.000000	15.71	6.35e-74	0.86
chr22-39	chr22	45072681	45072849	+	63.7	0.828	76.000000	48.42	1.00e-116	0.86
chr1-41	chr1	16279289	16279457	+	63.0	0.860	72.000000	17.85	7.72e-78	0.91
chr1-55	chr1	29508439	29508607	+	63.0	0.757	67.000000	20.26	1.61e-82	0.98
chr1-42	chr1	59280969	59281137	+	63.0	0.832	71.000000	23.00	2.97e-87	0.92
chr3-17	chr3	10362750	10362918	+	63.0	0.790	77.000000	40.21	2.30e-108	0.87
chr6-35	chr6	31869990	31870158	+	63.0	0.699	69.000000	15.22	5.58e-72	0.95
chr12-11	chr12	111843129	111843297	+	63.0	0.740	75.000000	12.97	3.61e-66	0.88
chr20-9	chr20	49548241	49548409	+	63.0	0.766	74.000000	31.54	3.87e-99	0.87
chr2-13	chr2	8818880	8819048	+	62.3	0.769	76.000000	16.75	1.16e-74	0.87
chr2-15	chr2	220390667	220390835	+	62.3	0.936	70.000000	21.52	7.48e-84	0.92
chr5-15	chr5	81047175	81047343	+	62.3	0.734	74.000000	23.89	1.03e-87	0.87
chr5-16	chr5	169578458	169578626	+	62.3	0.867	70.000000	63.52	1.65e-124	0.94
chr7-19	chr7	73130193	73130361	+	62.3	0.858	75.000000	20.03	3.27e-81	0.87
chr10-13	chr10	43913503	43913671	+	62.3	0.833	70.000000	20.75	1.66e-82	0.92
chr12-10	chr12	53268116	53268284	+	62.3	0.785	75.000000	24.92	2.81e-89	0.86
chr16-22	chr16	70285813	70285981	+	62.3	0.703	71.000000	19.29	7.95e-80	0.90
chr17-16	chr17	42061272	42061440	+	62.3	0.783	74.000000	46.92	5.12e-113	0.87
chr20-7	chr20	54937914	54938082	+	62.3	0.910	80.000000	25.66	2.33e-90	0.81
chr1-43	chr1	149982678	149982846	+	61.6	0.766	71.000000	36.79	1.09e-102	0.92
chr3-20	chr3	72338248	72338416	+	61.6	0.768	73.000000	35.27	3.97e-101	0.89
chr6-29	chr6	143771776	143771944	+	61.6	0.765	72.000000	40.24	5.03e-106	0.90
chr6-33	chr6	147197733	147197901	+	61.6	0.730	71.000000	21.73	2.79e-83	0.89
chr7-16	chr7	135347086	135347254	+	61.6	0.756	77.000000	20.52	3.44e-81	0.82
chr17-17	chr17	76142288	76142456	+	61.6	0.879	73.000000	24.41	1.57e-87	0.88
chr19-30	chr19	49467100	49467268	+	61.6	0.871	70.000000	15.85	7.39e-72	0.90
chr21-12	chr21	16126230	16126398	+	61.6	0.874	63.000000	33.01	1.14e-98	1.05
chr1-66	chr1	12508928	12509096	+	60.9	0.784	64.000000	25.72	1.89e-88	0.99
chr6-27	chr6	26032083	26032251	+	60.9	0.807	74.000000	16.22	7.05e-72	0.87
chr6-53	chr6	37151137	37151305	+	60.9	0.902	62.000000	44.66	1.08e-108	1.01
chr7-22	chr7	150102305	150102473	+	60.9	0.708	73.000000	14.42	9.68e-68	0.87
chr8-7	chr8	141629106	141629274	+	60.9	0.886	69.000000	43.15	2.02e-107	0.93
chr12-25	chr12	20704314	20704482	+	60.9	0.744	54.000000	124.18	8.44e-147	1.23
chr19-32	chr19	8483096	8483264	+	60.9	0.884	68.000000	38.00	9.85e-103	0.92
chrX-6	chrX	48644322	48644490	+	60.9	0.948	72.000000	17.20	5.62e-74	0.88
chr1-70	chr1	12278691	12278859	+	60.2	0.803	63.000000	43.02	4.28e-106	1.05
chr1-61	chr1	43988565	43988733	+	60.2	0.790	66.000000	39.32	8.06e-103	0.95
chr3-24	chr3	42623748	42623916	+	60.2	0.798	67.000000	26.35	2.47e-88	0.92
chr4-3	chr4	55437498	55437666	+	60.2	0.943	69.000000	50.33	7.79e-112	0.92
chr4-8	chr4	79613248	79613416	+	60.2	0.794	63.000000	27.81	2.87e-90	1.00
chr7-31	chr7	20259565	20259733	+	60.2	0.844	66.000000	28.93	1.09e-91	0.94
chr7-29	chr7	106684916	106685084	+	60.2	0.658	70.000000	20.21	7.45e-79	0.88
chr9-14	chr9	130922520	130922688	+	60.2	0.650	79.000000	14.34	8.87e-67	0.78
chr12-15	chr12	32158544	32158712	+	60.2	0.912	61.000000	55.31	2.72e-115	1.07
chr16-126	chr16	34022642	34022810	+	60.2	0.812	39.000000	114.39	4.32e-142	1.77
chr17-19	chr17	58469676	58469844	+	60.2	0.711	70.000000	24.08	4.22e-85	0.88
chr19-29	chr19	1383743	1383911	+	60.2	0.731	70.000000	21.60	3.23e-81	0.90
chr1-67	chr1	14763613	14763781	+	59.5	0.899	64.000000	26.89	4.79e-88	1.00
chr1-44	chr1	163291536	163291704	+	59.5	0.782	71.000000	44.02	1.02e-105	0.89
chr3-22	chr3	5163817	5163985	+	59.5	0.838	68.000000	51.28	3.10e-111	0.94
chr3-38	chr3	65025518	65025686	+	59.5	0.827	60.000000	62.97	1.11e-118	1.02
chr6-26	chr6	2842093	2842261	+	59.5	0.805	74.000000	28.43	5.03e-90	0.83
chr7-28	chr7	76009416	76009584	+	59.5	0.675	70.000000	24.27	2.10e-84	0.89
chr11-15	chr11	9385861	9386029	+	59.5	0.746	74.000000	30.15	4.01e-92	0.84
chr13-4	chr13	108594492	108594660	+	59.5	0.818	56.000000	18.91	1.24e-75	1.11
chr19-28	chr19	18485263	18485431	+	59.5	0.919	71.000000	29.79	1.08e-91	0.86
chr22-61	chr22	19384664	19384832	+	59.5	0.897	61.000000	19.28	2.65e-76	1.04
chr5-17	chr5	55419682	55419850	+	58.8	0.720	65.000000	32.34	1.53e-93	0.96
chr6-31	chr6	30923464	30923632	+	58.8	0.764	71.000000	41.31	3.14e-102	0.88
chr10-14	chr10	43892697	43892865	+	58.8	0.741	69.000000	13.25	1.35e-62	0.89
chr12-16	chr12	76286840	76287008	+	58.8	0.798	61.000000	51.21	6.77e-110	1.03
chr19-106	chr19	24183608	24183776	+	58.8	0.966	45.000000	22.45	1.04e-80	1.35
chr1-52	chr1	201987622	201987790	+	58.1	0.778	68.000000	25.57	2.88e-84	0.88
chr3-30	chr3	20064501	20064669	+	58.1	0.858	64.000000	41.87	1.64e-101	1.00
chr11-22	chr11	61637413	61637581	+	58.1	0.698	68.000000	18.26	1.07e-72	0.91
chr19-42	chr19	55549716	55549884	+	58.1	0.914	63.000000	34.95	3.69e-95	0.98
chr5-24	chr5	173266354	173266522	+	57.4	0.918	59.000000	39.34	3.88e-98	1.02
chr7-37	chr7	5638526	5638694	+	57.4	0.698	64.000000	14.86	6.16e-65	0.95
chr7-32	chr7	129598579	129598747	+	57.4	0.827	66.000000	33.33	2.15e-92	0.94
chr9-19	chr9	132250934	132251102	+	57.4	0.725	74.000000	16.43	2.65e-68	0.82
chr10-20	chr10	94516129	94516297	+	57.4	0.853	61.000000	46.14	1.09e-103	1.07
chr11-23	chr11	69720393	69720561	+	57.4	0.876	68.000000	50.52	7.56e-107	0.88
chr17-24	chr17	27230013	27230181	+	57.4	0.763	65.000000	16.10	1.27e-67	0.94
chr19-40	chr19	13180480	13180648	+	57.4	0.765	63.000000	22.01	3.61e-78	0.95
chr20-12	chr20	55985200	55985368	+	57.4	0.814	67.000000	15.19	1.15e-65	0.91
chr2-312	chr2	92290439	92290607	+	56.7	0.768	31.000000	30.58	2.31e-88	1.91
chr2-23	chr2	102685879	102686047	+	56.7	0.881	64.000000	33.38	2.39e-91	0.94
chr2-26	chr2	169832791	169832959	+	56.7	0.775	61.000000	50.97	7.05e-106	0.99
chr7-34	chr7	5614580	5614748	+	56.7	0.947	65.000000	28.39	7.92e-86	0.94
chr8-6	chr8	144897983	144898151	+	56.7	0.815	71.000000	18.74	7.61e-72	0.86
chr10-17	chr10	51594241	51594409	+	56.7	0.720	63.000000	33.38	2.39e-91	0.96
chr10-18	chr10	86053536	86053704	+	56.7	0.876	63.000000	47.88	1.01e-103	1.01
chr15-10	chr15	67095582	67095750	+	56.7	0.844	70.000000	39.84	2.14e-97	0.89
chr16-26	chr16	87086917	87087085	+	56.7	0.890	66.000000	37.33	3.63e-95	0.91
chr1-38	chr1	1690337	1690505	+	56.0	0.705	74.000000	15.66	4.19e-65	0.80
chr1-74	chr1	204641648	204641816	+	56.0	0.869	63.000000	28.72	3.46e-85	0.93
chr2-20	chr2	64872298	64872466	+	56.0	0.943	65.000000	21.19	4.91e-75	0.92
chr4-5	chr4	1786978	1787146	+	56.0	0.881	67.000000	18.96	2.32e-71	0.89
chr4-10	chr4	10182997	10183165	+	56.0	0.569	60.000000	18.73	5.78e-71	1.07
chr6-38	chr6	32163591	32163759	+	56.0	0.637	68.000000	13.65	1.17e-60	0.95
chr6-68	chr6	164198438	164198606	+	56.0	0.771	57.000000	36.58	2.50e-93	1.11
chr7-25	chr7	107220570	107220738	+	56.0	0.641	72.000000	19.75	1.00e-72	0.85
chr10-12	chr10	17270495	17270663	+	56.0	0.771	71.000000	15.01	1.01e-63	0.88
chr10-16	chr10	75532067	75532235	+	56.0	0.723	68.000000	15.45	1.13e-64	0.90
chr11-24	chr11	8710546	8710714	+	56.0	0.709	66.000000	24.64	4.64e-80	0.90
chr11-21	chr11	65244962	65245130	+	56.0	0.758	69.000000	17.60	6.31e-69	0.89
chr12-19	chr12	92797569	92797737	+	56.0	0.873	58.000000	26.30	3.08e-82	1.03
chr15-9	chr15	66790117	66790285	+	56.0	0.786	70.000000	33.44	2.65e-90	0.84
chr15-14	chr15	66914557	66914725	+	56.0	0.780	63.000000	23.29	3.48e-78	0.93
chr18-9	chr18	9017213	9017381	+	56.0	0.720	66.000000	25.17	9.05e-81	0.89
chr20-10	chr20	30198541	30198709	+	56.0	0.796	72.000000	13.73	7.60e-61	0.82
chr21-11	chr21	46359768	46359936	+	56.0	0.769	70.000000	26.91	5.34e-83	0.85
chr1-87	chr1	227922979	227923147	+	55.3	0.815	61.000000	19.34	3.73e-71	0.95
chr6-36	chr6	26156513	26156681	+	55.3	0.723	68.000000	14.05	7.55e-61	0.87
chr6-45	chr6	28584005	28584173	+	55.3	0.784	64.000000	44.46	1.03e-98	0.95
chr9-56	chr9	115185136	115185304	+	55.3	0.913	52.000000	56.38	1.05e-106	1.21
chr17-20	chr17	73781147	73781315	+	55.3	0.733	68.000000	28.72	3.88e-84	0.87
chr17-27	chr17	75360184	75360352	+	55.3	0.900	64.000000	30.62	2.90e-86	0.95
chr18-20	chr18	3603117	3603285	+	55.3	0.794	47.000000	19.18	6.97e-71	1.26
chr1-56	chr1	45987578	45987746	+	54.6	0.786	67.000000	23.29	2.85e-76	0.87
chr1-158	chr1	111704563	111704731	+	54.6	0.944	52.000000	56.36	2.30e-105	1.15
chr1-51	chr1	114447816	114447984	+	54.6	0.605	69.000000	21.13	3.97e-73	0.90
chr1-45	chr1	212732279	212732447	+	54.6	0.730	71.000000	21.95	2.40e-74	0.83
chr1-63	chr1	212965130	212965298	+	54.6	0.729	66.000000	25.65	2.10e-79	0.91
chr2-17	chr2	72110198	72110366	+	54.6	0.858	67.000000	38.36	1.30e-92	0.88
chr3-25	chr3	196359341	196359509	+	54.6	0.766	67.000000	23.17	4.16e-76	0.90
chr5-19	chr5	90576347	90576515	+	54.6	0.782	64.000000	36.81	2.97e-91	0.96
chr7-39	chr7	116516981	116517149	+	54.6	0.797	64.000000	31.48	4.15e-86	0.93
chr11-20	chr11	57508761	57508929	+	54.6	0.843	69.000000	39.02	3.59e-93	0.87
chr12-14	chr12	56523057	56523225	+	54.6	0.890	64.000000	17.90	8.64e-68	0.90
chr1-47	chr1	32403977	32404145	+	53.9	0.655	70.000000	15.59	1.34e-62	0.86
chr1-98	chr1	65878234	65878402	+	53.9	0.859	59.000000	33.88	2.07e-87	0.96
chr1-57	chr1	110881007	110881175	+	53.9	0.679	67.000000	13.82	7.66e-59	0.87
chr1-86	chr1	113498891	113499059	+	53.9	0.638	61.000000	15.81	4.89e-63	0.95
chr1-94	chr1	205718641	205718809	+	53.9	0.614	60.000000	20.12	1.21e-70	0.96
chr3-34	chr3	15311108	15311276	+	53.9	0.837	63.000000	30.45	6.02e-84	0.91
chr3-31	chr3	49066773	49066941	+	53.9	0.746	64.000000	27.99	3.16e-81	0.90
chr3-43	chr3	75718647	75718815	+	53.9	0.835	56.000000	18.62	3.43e-68	1.03
chr5-22	chr5	1185900	1186068	+	53.9	0.739	59.000000	18.17	2.04e-67	1.00
chr5-20	chr5	149185482	149185650	+	53.9	0.889	63.000000	31.08	1.31e-84	0.90
chr6-37	chr6	30539058	30539226	+	53.9	0.832	68.000000	27.99	3.16e-81	0.86
chr6-44	chr6	135818696	135818864	+	53.9	0.606	66.000000	18.62	3.43e-68	0.89
chr7-43	chr7	106647926	106648094	+	53.9	0.804	62.000000	22.53	2.94e-74	0.95
chr8-10	chr8	126442391	126442559	+	53.9	0.681	64.000000	13.78	9.53e-59	0.91
chr9-41	chr9	110856546	110856714	+	53.9	0.894	57.000000	45.98	2.29e-97	1.00
chr9-26	chr9	130624629	130624797	+	53.9	0.748	65.000000	20.03	1.67e-70	0.90
chr10-15	chr10	6205717	6205885	+	53.9	0.710	68.000000	26.82	7.45e-80	0.87
chr16-29	chr16	163589	163757	+	53.9	0.824	63.000000	23.97	3.07e-76	0.96
chr16-33	chr16	20758431	20758599	+	53.9	0.942	57.000000	32.19	9.55e-86	1.03
chr16-27	chr16	31117151	31117319	+	53.9	0.740	65.000000	24.36	9.35e-77	0.91
chr19-34	chr19	48825289	48825457	+	53.9	0.748	67.000000	15.43	2.82e-62	0.85
chr20-13	chr20	51792059	51792227	+	53.9	0.774	64.000000	40.60	2.69e-93	0.93
chr22-70	chr22	22146077	22146245	+	53.9	0.757	57.000000	19.26	2.95e-69	1.05
chr1-71	chr1	93544684	93544852	+	53.2	0.833	63.000000	44.04	9.91e-95	0.89
chr1-130	chr1	220080314	220080482	+	53.2	0.846	55.000000	23.53	1.08e-74	1.04
chr2-24	chr2	7034082	7034250	+	53.2	0.970	63.000000	45.85	4.92e-96	1.00
chr3-36	chr3	5470735	5470903	+	53.2	0.764	61.000000	21.49	8.04e-72	0.97
chr3-23	chr3	41240814	41240982	+	53.2	0.752	68.000000	24.17	1.54e-75	0.85
chr3-32	chr3	183903562	183903730	+	53.2	0.762	64.000000	26.79	8.32e-79	0.89
chr4-4	chr4	1714338	1714506	+	53.2	0.802	67.000000	17.58	1.56e-65	0.86
chr5-27	chr5	1067900	1068068	+	53.2	0.835	57.000000	25.13	9.06e-77	1.02
chr7-58	chr7	105712630	105712798	+	53.2	0.793	58.000000	21.59	5.66e-72	0.97
chr13-3	chr13	52377787	52377955	+	53.2	0.816	61.000000	37.38	1.89e-89	0.95
chr15-13	chr15	59063246	59063414	+	53.2	0.701	64.000000	26.79	8.32e-79	0.89
chr16-24	chr16	11327077	11327245	+	53.2	0.789	68.000000	29.46	8.01e-82	0.85
chr17-26	chr17	26903908	26904076	+	53.2	0.812	64.000000	27.46	1.39e-79	0.90
chr21-15	chr21	37802441	37802609	+	53.2	0.829	60.000000	38.34	2.86e-90	0.93
chr1-46	chr1	23345816	23345984	+	52.5	0.759	70.000000	25.82	1.24e-76	0.81
chr1-497	chr1	121355690	121355858	+	52.5	0.974	38.000000	39.19	8.45e-90	1.46
chr1-58	chr1	159894332	159894500	+	52.5	0.789	67.000000	15.51	7.38e-61	0.84
chr1-72	chr1	182269235	182269403	+	52.5	0.833	63.000000	31.35	9.77e-83	0.92
chr6-41	chr6	134496123	134496291	+	52.5	0.783	67.000000	27.96	3.97e-79	0.84
chr6-55	chr6	138725171	138725339	+	52.5	0.694	62.000000	23.73	5.48e-74	0.89
chr7-24	chr7	87505660	87505828	+	52.5	0.662	72.000000	18.92	5.87e-67	0.80
chr7-35	chr7	105925609	105925777	+	52.5	0.632	65.000000	16.08	5.88e-62	0.88
chr9-24	chr9	123555689	123555857	+	52.5	0.781	65.000000	23.60	8.08e-74	0.89
chr9-29	chr9	133412983	133413151	+	52.5	0.853	62.000000	24.25	1.14e-74	0.95
chr17-35	chr17	71470594	71470762	+	52.5	0.933	59.000000	57.00	9.52e-102	0.97
chr19-35	chr19	1876146	1876314	+	52.5	0.802	66.000000	15.14	4.10e-60	0.87
chr19-36	chr19	2169061	2169229	+	52.5	0.878	65.000000	19.00	4.32e-67	0.85
chr1-88	chr1	5945968	5946136	+	51.8	0.872	60.000000	23.80	4.08e-73	0.93
chr1-60	chr1	25174653	25174821	+	51.8	0.717	66.000000	22.21	5.41e-71	0.84
chr1-73	chr1	193028441	193028609	+	51.8	0.704	63.000000	16.53	5.43e-62	0.88
chr2-27	chr2	198364612	198364780	+	51.8	0.816	60.000000	34.37	1.60e-84	0.93
chr6-48	chr6	30710572	30710740	+	51.8	0.647	63.000000	13.08	5.53e-55	0.88
chr6-64	chr6	36410653	36410821	+	51.8	0.703	57.000000	22.44	2.61e-71	1.07
chr7-45	chr7	102036652	102036820	+	51.8	0.685	61.000000	26.09	5.90e-76	0.91
chr7-47	chr7	111202521	111202689	+	51.8	0.900	61.000000	20.14	5.30e-68	0.91
chr7-33	chr7	158497626	158497794	+	51.8	0.674	66.000000	18.91	4.46e-66	0.84
chr14-6	chr14	88237621	88237789	+	51.8	0.655	57.000000	94.15	2.52e-116	0.99
chr15-15	chr15	90686517	90686685	+	51.8	0.891	62.000000	45.11	4.82e-93	0.88
chr17-29	chr17	40851184	40851352	+	51.8	0.864	62.000000	34.37	1.60e-84	0.90
chr20-14	chr20	31340288	31340456	+	51.8	0.826	60.000000	46.57	4.84e-94	0.94
chr21-13	chr21	47878470	47878638	+	51.8	0.646	63.000000	16.40	9.21e-62	0.87
chr1-84	chr1	28908388	28908556	+	51.1	0.625	61.000000	15.54	2.47e-59	0.95
chr1-64	chr1	47184839	47185007	+	51.1	0.642	65.000000	26.87	7.46e-76	0.83
chr4-48	chr4	190943816	190943984	+	51.1	0.986	41.000000	80.61	6.50e-110	1.32
chr5-26	chr5	158635140	158635308	+	51.1	0.766	58.000000	19.42	5.26e-66	0.96
chr6-51	chr6	147178723	147178891	+	51.1	0.940	63.000000	26.05	6.57e-75	0.89
chr7-36	chr7	154997219	154997387	+	51.1	0.689	65.000000	14.19	1.17e-56	0.84
chr8-16	chr8	145561904	145562072	+	51.1	0.781	58.000000	19.60	2.80e-66	0.93
chr9-27	chr9	126122523	126122691	+	51.1	0.890	64.000000	26.05	6.57e-75	0.89
chr9-36	chr9	131418931	131419099	+	51.1	0.664	59.000000	24.00	2.05e-72	0.92
chr11-29	chr11	5301883	5302051	+	51.1	0.867	59.000000	28.67	7.70e-78	0.95
chr16-31	chr16	29020705	29020873	+	51.1	0.798	62.000000	31.88	4.29e-81	0.87
chr17-34	chr17	46569986	46570154	+	51.1	0.772	59.000000	26.70	1.16e-75	0.92
chr20-15	chr20	57199006	57199174	+	51.1	0.904	60.000000	41.88	1.64e-89	0.90
chr1-76	chr1	15943831	15943999	+	50.4	0.714	62.000000	23.41	1.07e-70	0.87
chr1-122	chr1	22231531	22231699	+	50.4	0.721	55.000000	13.86	3.22e-55	0.97
chr1-111	chr1	28969556	28969724	+	50.4	0.854	57.000000	28.28	2.21e-76	0.95
chr2-25	chr2	24713618	24713786	+	50.4	0.814	62.000000	22.18	4.42e-69	0.89
chr2-30	chr2	231578451	231578619	+	50.4	0.885	56.000000	32.66	9.63e-81	0.97
chr3-37	chr3	47866362	47866530	+	50.4	0.694	60.000000	27.91	5.58e-76	0.89
chr3-26	chr3	50649300	50649468	+	50.4	0.672	66.000000	13.77	4.99e-55	0.81
chr4-9	chr4	39640650	39640818	+	50.4	0.790	61.000000	29.26	2.06e-77	0.94
chr6-60	chr6	33267189	33267357	+	50.4	0.755	59.000000	13.33	4.27e-54	0.92
chr6-47	chr6	159240367	159240535	+	50.4	0.772	64.000000	20.07	4.25e-66	0.85
chr7-55	chr7	108166536	108166704	+	50.4	0.618	59.000000	15.38	3.01e-58	0.92
chr7-49	chr7	149321753	149321921	+	50.4	0.626	61.000000	19.15	1.02e-64	0.87
chr15-11	chr15	85524481	85524649	+	50.4	0.717	67.000000	13.59	1.19e-54	0.86
chr16-48	chr16	57723942	57724110	+	50.4	0.779	53.000000	21.72	1.85e-68	1.01
chr17-32	chr17	25680768	25680936	+	50.4	0.757	60.000000	22.29	3.07e-69	0.92
chr18-13	chr18	9803492	9803660	+	50.4	0.815	55.000000	25.69	1.71e-73	1.01
chr19-44	chr19	40949163	40949331	+	50.4	0.787	61.000000	16.59	1.80e-60	0.87
chr20-11	chr20	31269232	31269400	+	50.4	0.837	67.000000	32.66	9.63e-81	0.82
chr22-53	chr22	21239951	21240119	+	50.4	0.790	65.000000	19.51	2.92e-65	0.83
chr22-64	chr22	37948823	37948991	+	50.4	0.921	59.000000	44.83	2.20e-90	0.92
chr1-77	chr1	25071480	25071648	+	49.7	0.644	62.000000	14.73	3.12e-56	0.89
chr1-92	chr1	36554342	36554510	+	49.7	0.673	60.000000	15.74	3.91e-58	0.90
chr1-97	chr1	41286629	41286797	+	49.7	0.762	59.000000	23.08	2.50e-69	0.90
chr1-68	chr1	59364749	59364917	+	49.7	0.784	64.000000	21.31	5.70e-67	0.86
chr1-69	chr1	115259324	115259492	+	49.7	0.831	64.000000	34.63	2.16e-81	0.85
chr1-100	chr1	206808714	206808882	+	49.7	0.698	59.000000	21.31	5.70e-67	0.90
chr2-29	chr2	43406206	43406374	+	49.7	0.814	56.000000	23.21	1.71e-69	0.95
chr3-29	chr3	17784100	17784268	+	49.7	0.672	65.000000	19.98	4.47e-65	0.85
chr3-40	chr3	156877922	156878090	+	49.7	0.682	58.000000	25.34	4.40e-72	0.92
chr6-56	chr6	37269975	37270143	+	49.7	0.824	61.000000	28.08	3.94e-75	0.94
chr6-54	chr6	44215161	44215329	+	49.7	0.829	62.000000	15.22	3.63e-57	0.90
chr7-46	chr7	104624318	104624486	+	49.7	0.672	61.000000	14.38	1.58e-55	0.90
chr8-13	chr8	145634652	145634820	+	49.7	0.645	61.000000	13.90	1.50e-54	0.87
chr9-33	chr9	93956063	93956231	+	49.7	0.874	60.000000	28.86	6.02e-76	0.94
chr9-35	chr9	104603251	104603419	+	49.7	0.890	59.000000	57.71	8.58e-97	0.97
chr9-39	chr9	123529047	123529215	+	49.7	0.851	58.000000	38.47	1.49e-84	0.95
chr9-30	chr9	130877940	130878108	+	49.7	0.911	61.000000	24.73	2.28e-71	0.92
chr11-38	chr11	94880736	94880904	+	49.7	0.938	54.000000	31.48	1.53e-78	1.03
chr14-3	chr14	65346620	65346788	+	49.7	0.927	63.000000	31.96	5.35e-79	0.85
chr15-43	chr15	75358411	75358579	+	49.7	0.976	45.000000	41.14	1.44e-86	1.21
chr16-28	chr16	84986420	84986588	+	49.7	0.880	65.000000	26.64	1.45e-73	0.83
chr17-33	chr17	61819204	61819372	+	49.7	0.732	60.000000	23.61	5.41e-70	0.90
chr1-65	chr1	8257890	8258058	+	49.0	0.777	64.000000	35.01	1.34e-80	0.84
chr1-103	chr1	26438164	26438332	+	49.0	0.713	58.000000	12.92	9.21e-52	0.91
chr1-169	chr1	43429458	43429626	+	49.0	0.919	51.000000	16.59	7.78e-59	1.10
chr1-170	chr1	65758775	65758943	+	49.0	0.901	51.000000	34.43	4.23e-80	1.10
chr1-80	chr1	206785748	206785916	+	49.0	0.768	62.000000	29.90	5.98e-76	0.89
chr1-81	chr1	213031469	213031637	+	49.0	0.748	62.000000	16.00	8.18e-58	0.85
chr1-163	chr1	237077066	237077234	+	49.0	0.944	52.000000	42.23	3.74e-86	1.01
chr2-21	chr2	127822477	127822645	+	49.0	0.817	65.000000	21.34	4.32e-66	0.85
chr3-33	chr3	12598432	12598600	+	49.0	0.669	63.000000	17.73	9.37e-61	0.85
chr3-70	chr3	69841221	69841389	+	49.0	0.899	48.000000	59.37	2.65e-96	1.12
chr4-7	chr4	83295460	83295628	+	49.0	0.741	64.000000	20.90	1.71e-65	0.82
chr5-23	chr5	40835337	40835505	+	49.0	0.871	59.000000	27.49	1.74e-73	0.91
chr6-50	chr6	37400899	37401067	+	49.0	0.796	63.000000	29.90	5.98e-76	0.85
chr6-58	chr6	157744501	157744669	+	49.0	0.637	60.000000	19.23	4.34e-63	0.89
chr7-62	chr7	150019981	150020149	+	49.0	0.769	58.000000	13.66	2.59e-53	0.92
chr7-64	chr7	150691756	150691924	+	49.0	0.771	58.000000	14.90	8.92e-56	0.99
chr8-18	chr8	91658594	91658762	+	49.0	0.826	56.000000	19.14	5.92e-63	0.96
chr10-21	chr10	135059325	135059493	+	49.0	0.746	59.000000	17.58	1.66e-60	0.89
chr11-30	chr11	62572915	62573083	+	49.0	0.578	58.000000	21.56	2.14e-66	0.91
chr12-17	chr12	53845716	53845884	+	49.0	0.925	60.000000	23.82	2.74e-69	0.88
chr16-32	chr16	29674831	29674999	+	49.0	0.725	60.000000	17.97	3.95e-61	0.89
chr16-30	chr16	69599707	69599875	+	49.0	0.728	63.000000	20.90	1.71e-65	0.85
chr16-51	chr16	79903630	79903798	+	49.0	0.918	52.000000	23.28	1.28e-68	1.01
chr19-39	chr19	10613383	10613551	+	49.0	0.726	63.000000	18.97	1.10e-62	0.84
chr20-17	chr20	60932434	60932602	+	49.0	0.870	57.000000	15.58	4.81e-57	0.94
chr22-63	chr22	21400054	21400222	+	49.0	0.800	60.000000	13.98	5.58e-54	0.91
chr1-141	chr1	12664478	12664646	+	48.3	0.848	53.000000	24.62	2.79e-69	1.00
chr1-123	chr1	25756681	25756849	+	48.3	0.678	55.000000	13.88	5.03e-53	0.96
chr1-114	chr1	54955095	54955263	+	48.3	0.782	56.000000	13.11	1.90e-51	0.94
chr1-78	chr1	113162310	113162478	+	48.3	0.868	62.000000	19.99	2.59e-63	0.87
chr5-49	chr5	126220125	126220293	+	48.3	0.867	49.000000	33.93	1.46e-78	1.06
chr6-66	chr6	44439443	44439611	+	48.3	0.819	57.000000	19.79	4.94e-63	0.91
chr6-61	chr6	53224312	53224480	+	48.3	0.700	59.000000	19.70	6.80e-63	0.88
chr7-38	chr7	99036388	99036556	+	48.3	0.782	64.000000	26.57	1.80e-71	0.84
chr7-41	chr7	105752769	105752937	+	48.3	0.620	63.000000	13.97	3.23e-53	0.87
chr7-44	chr7	148787751	148787919	+	48.3	0.594	62.000000	21.95	5.59e-66	0.85
chr9-28	chr9	37800658	37800826	+	48.3	0.750	62.000000	20.60	3.57e-64	0.87
chr10-31	chr10	3846139	3846307	+	48.3	0.928	53.000000	25.56	2.36e-70	1.02
chr10-22	chr10	46090259	46090427	+	48.3	0.800	56.000000	24.18	9.27e-69	0.93
chr14-4	chr14	74208282	74208450	+	48.3	0.883	59.000000	27.47	1.95e-72	0.93
chr15-16	chr15	66947374	66947542	+	48.3	0.806	61.000000	21.95	5.59e-66	0.87
